VDM_GPS_SPEED



0.6900000000000001









0.71









0.71









0.6900000000000001









0.6900000000000001









0.66









0.66









0.93









0.93









0.97









0.97









0.97









0.97









0.98









0.98









1.05









1.05









1.03









1.03









1.02









1.02









0.9500000000000001









0.9500000000000001









0.98









0.98









1.02









1.02









1.01









1.01









0.9









0.9









0.96









0.96









0.8200000000000001









0.8200000000000001









0.79









0.79









0.96









0.96









0.88









0.88









0.75









0.75









0.8









0.8









0.52









0.52









1.11









1.11









1.19









1.19









1.23









1.23









1.51









1.51









1.24









1.24









1.18









1.18









1.2









1.2









0.9









0.9









1.09









1.09









0.97









0.97









0.97









0.97









1.11









1.11









1.17









1.17









0.98









0.98









1.03









1.03









1.03









1.03









0.71









0.71









1.42









1.42









1.34









1.34









1.1300000000000001









1.1300000000000001









1.24









1.24









1.08









1.08









0.96









0.96









0.79









0.79









0.6900000000000001









0.6900000000000001









0.71









0.71









0.48









0.48









0.42









0.42









0.47000000000000003









0.47000000000000003









0.39









0.39









0.39









0.39









0.39









0.39









0.46









0.46









0.46









0.46









0.4









0.4









1.03





